age,attend,authoritarianism,black,born,childs,colath,colrac,colcom,colmil,colhomo,colmslm,con_govt,degree,egalit_scale,evangelical,grass,happy,hispanic_2,homosex,income06,marital,mode,news,owngun,partyid_3,polviews,pornlaw2,pray,pres08,reborn_r,relig,science_quiz,sex,sibs,social_connect,social_cons3,south,spend3,teensex,tolerance,tvhours,vetyears,wordsum,zodiac
34,Once/yr,1,No,YES,1,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,2,Graduate deg,28,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,22,Divorced,OVER THE PHONE,EVERYDAY,NO,Ind,Moderate,Not illegal to all,NEVER,Obama,No,PROTESTANT,8,Female,2,10,Liberal,Nonsouth,Liberal,NOT WRONG AT ALL,14,2,NONE,6,CANCER
34,Once/yr,3,No,YES,0,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",2,Bachelor deg,34,Low,LEGAL,VERY HAPPY,No,NOT WRONG AT ALL,16,Never married,OVER THE PHONE,ONCE A WEEK,NO,Dem,Liberal,Not illegal to all,LT ONCE A WEEK,Obama,No,NONE,6,Female,1,9,Liberal,Nonsouth,Mod,ALWAYS WRONG,13,0,NONE,8,AQUARIUS
83,Nrly evry wk,3,No,YES,4,NOT ALLOWED,NOT ALLOWED,FIRED,NOT ALLOWED,NOT ALLOWED,Not allowed,2,<HS,17,Low,NOT LEGAL,PRETTY HAPPY,No,ALWAYS WRONG,8,Divorced,IN-PERSON,NEVER,NO,Dem,Moderate,Illegal to all,NEVER,Obama,No,CATHOLIC,5,Female,10,9,Conserv,Nonsouth,Conserv,ALWAYS WRONG,10,6,NONE,8,CAPRICORN
77,Never,3,No,YES,3,NOT ALLOWED,ALLOWED,FIRED,NOT ALLOWED,NOT ALLOWED,Not allowed,2,<HS,35,Low,NOT LEGAL,VERY HAPPY,No,ALWAYS WRONG,13,Widowed,IN-PERSON,LESS THAN ONCE WK,YES,Dem,SlghtCons,Illegal to all,SEVERAL TIMES A DAY,Obama,No,CATHOLIC,4,Female,3,5,Conserv,Nonsouth,Conserv,ALWAYS WRONG,4,4,NONE,5,ARIES
28,Never,1,No,YES,0,ALLOWED,NOT ALLOWED,NOT FIRED,NOT ALLOWED,ALLOWED,Not allowed,2,Bachelor deg,19,Low,LEGAL,VERY HAPPY,No,NOT WRONG AT ALL,11,Never married,IN-PERSON,FEW TIMES A WEEK,NO,Ind,SlghtLib,Not illegal to all,NEVER,Obama,No,NONE,7,Female,2,6,Liberal,Nonsouth,Liberal,NOT WRONG AT ALL,9,2,NONE,8,PISCES
78,<Once/yr,4,No,YES,2,NOT ALLOWED,NOT ALLOWED,FIRED,NOT ALLOWED,ALLOWED,Not allowed,3,HS,29,Low,NOT LEGAL,VERY HAPPY,No,NOT WRONG AT ALL,11,Widowed,IN-PERSON,EVERYDAY,NO,Dem,Moderate,Not illegal to all,ONCE A DAY,McCain,No,PROTESTANT,6,Female,1,5,Mod,Nonsouth,Conserv,ALWAYS WRONG,10,7,NONE,7,PISCES
62,Nrly evry wk,0,No,YES,2,ALLOWED,ALLOWED,NOT FIRED,NOT ALLOWED,ALLOWED,"Yes, allowed",4,Graduate deg,18,Low,LEGAL,NOT TOO HAPPY,No,NOT WRONG AT ALL,23,Separated,IN-PERSON,EVERYDAY,NO,Ind,Liberal,Illegal to all,LT ONCE A WEEK,Obama,No,PROTESTANT,9,Male,5,6,Liberal,Nonsouth,Conserv,ALWAYS WRONG,13,2,NONE,8,LIBRA
27,Once/yr,2,No,YES,1,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",3,HS,27,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,20,Married,IN-PERSON,LESS THAN ONCE WK,YES,Dem,Liberal,Not illegal to all,NEVER,Obama,No,NONE,7,Male,7,3,Liberal,Nonsouth,Conserv,NOT WRONG AT ALL,14,2,NONE,7,LIBRA
31,2-3 times /mo,2,Yes,NO,2,ALLOWED,NOT ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,3,Bachelor deg,23,High,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,22,Married,OVER THE PHONE,NEVER,NO,Dem,Moderate,Not illegal to all,SEVERAL TIMES A WEEK,Obama,Yes,PROTESTANT,8,Female,2,4,Liberal,Nonsouth,Liberal,SOMETIMES WRONG,12,4,NONE,6,VIRGO
26,>Once/wk,3,No,YES,0,ALLOWED,NOT ALLOWED,FIRED,ALLOWED,ALLOWED,Not allowed,2,Bachelor deg,8,High,NOT LEGAL,VERY HAPPY,No,SOMETIMES WRONG,20,Married,IN-PERSON,EVERYDAY,YES,Rep,SlghtCons,Illegal to all,SEVERAL TIMES A DAY,McCain,Yes,CATHOLIC,5,Female,2,6,Mod,Nonsouth,Mod,ALWAYS WRONG,11,0,NONE,9,TAURUS
39,>Once/wk,1,No,YES,2,ALLOWED,NOT ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",2,Graduate deg,18,Mod,NOT LEGAL,PRETTY HAPPY,No,ALWAYS WRONG,23,Married,IN-PERSON,EVERYDAY,YES,Ind,SlghtCons,Illegal to all,SEVERAL TIMES A DAY,Obama,No,PROTESTANT,9,Female,2,7,Conserv,Nonsouth,Conserv,ALWAYS WRONG,11,1,NONE,6,CANCER
40,Never,0,No,YES,0,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",4,Bachelor deg,19,Low,LEGAL,PRETTY HAPPY,Yes,NOT WRONG AT ALL,17,Separated,OVER THE PHONE,NEVER,NO,Dem,SlghtLib,Not illegal to all,NEVER,Obama,No,NONE,8,Male,3,5,Liberal,Nonsouth,Liberal,NOT WRONG AT ALL,14,1,NONE,9,AQUARIUS
52,<Once/yr,2,No,YES,2,NOT ALLOWED,NOT ALLOWED,FIRED,ALLOWED,ALLOWED,Not allowed,2,HS,9,Low,LEGAL,VERY HAPPY,No,NOT WRONG AT ALL,22,Divorced,IN-PERSON,LESS THAN ONCE WK,YES,Rep,Moderate,Not illegal to all,LT ONCE A WEEK,McCain,No,CATHOLIC,6,Male,3,5,Liberal,Nonsouth,Conserv,ALWAYS WRONG,10,1,NONE,6,SAGITTARIUS
70,Never,0,No,YES,0,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",2,Graduate deg,31,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,19,Never married,IN-PERSON,EVERYDAY,NO,Dem,Liberal,Not illegal to all,NEVER,Obama,No,NONE,8,Male,1,6,Liberal,Nonsouth,Liberal,ALWAYS WRONG,14,4,NONE,8,AQUARIUS
36,<Once/yr,1,No,YES,3,ALLOWED,NOT ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,2,Bachelor deg,35,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,25,Separated,IN-PERSON,NEVER,NO,Dem,Liberal,Illegal to all,SEVERAL TIMES A DAY,Obama,No,NONE,8,Female,3,8,Liberal,Nonsouth,Liberal,NOT WRONG AT ALL,12,0,NONE,9,GEMINI
41,Once/yr,1,No,YES,2,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",3,Bachelor deg,14,Low,LEGAL,VERY HAPPY,No,NOT WRONG AT ALL,25,Married,OVER THE PHONE,EVERYDAY,NO,Dem,Liberal,Not illegal to all,ONCE A DAY,Obama,No,JEWISH,5,Female,3,5,Liberal,Nonsouth,Conserv,ALWAYS WRONG,13,3,NONE,8,CANCER
58,Every wk,1,No,YES,0,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",4,Bachelor deg,33,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,19,Married,IN-PERSON,ONCE A WEEK,NO,Ind,Moderate,Not illegal to all,ONCE A DAY,Obama,No,PROTESTANT,8,Male,2,8,Liberal,Nonsouth,Conserv,ALMST ALWAYS WRG,12,2,LESS THAN 2 YRS,9,GEMINI
29,Never,3,No,YES,2,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,NOT ALLOWED,Not allowed,2,<HS,28,Mod,LEGAL,PRETTY HAPPY,No,SOMETIMES WRONG,19,Never married,IN-PERSON,LESS THAN ONCE WK,NO,Ind,SlghtCons,Not illegal to all,ONCE A DAY,Obama,Yes,CATHOLIC,8,Male,4,3,Liberal,Nonsouth,Liberal,ALWAYS WRONG,12,4,NONE,5,GEMINI
34,Never,0,No,YES,2,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",1,Junior Coll,1,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,16,Separated,IN-PERSON,NEVER,YES,Ind,Moderate,Not illegal to all,NEVER,Obama,No,NONE,9,Male,1,6,Liberal,Nonsouth,Mod,SOMETIMES WRONG,12,3,NONE,6,CAPRICORN
33,Once/yr,2,No,YES,0,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",3,Junior Coll,22,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,3,Never married,IN-PERSON,ONCE A WEEK,YES,Ind,SlghtLib,Not illegal to all,ONCE A WEEK,Obama,No,NONE,8,Male,2,5,Liberal,Nonsouth,Mod,ALWAYS WRONG,14,0,NONE,10,AQUARIUS
26,Never,1,No,YES,1,NOT ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,4,HS,22,Low,NOT LEGAL,VERY HAPPY,Yes,NOT WRONG AT ALL,18,Married,IN-PERSON,FEW TIMES A WEEK,NO,Dem,Moderate,Illegal to all,NEVER,Obama,No,NONE,5,Female,2,8,Conserv,Nonsouth,Conserv,ALWAYS WRONG,11,2,NONE,6,ARIES
47,Never,5,No,YES,2,NOT ALLOWED,NOT ALLOWED,FIRED,NOT ALLOWED,NOT ALLOWED,Not allowed,4,<HS,35,Low,LEGAL,VERY HAPPY,No,ALWAYS WRONG,7,Never married,IN-PERSON,NEVER,NO,Dem,Liberal,Not illegal to all,ONCE A DAY,Obama,No,PROTESTANT,4,Female,4,4,Conserv,Nonsouth,Liberal,NOT WRONG AT ALL,5,3,NONE,5,TAURUS
46,Once/yr,4,No,YES,2,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,2,HS,33,Low,LEGAL,VERY HAPPY,No,ALWAYS WRONG,21,Married,IN-PERSON,FEW TIMES A WEEK,YES,Rep,SlghtLib,Not illegal to all,NEVER,Obama,No,PROTESTANT,6,Male,3,6,Mod,Nonsouth,Mod,ALWAYS WRONG,14,2,NONE,6,GEMINI
88,Never,2,No,YES,2,NOT ALLOWED,ALLOWED,FIRED,NOT ALLOWED,NOT ALLOWED,Not allowed,3,<HS,17,Low,NOT LEGAL,PRETTY HAPPY,No,ALWAYS WRONG,10,Widowed,IN-PERSON,LESS THAN ONCE WK,NO,Dem,Moderate,Illegal to all,LT ONCE A WEEK,Obama,No,CATHOLIC,4,Male,5,0,Conserv,Nonsouth,Liberal,ALWAYS WRONG,4,5,2 TO 4 YEARS,4,SAGITTARIUS
24,Once/yr,1,No,YES,0,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",3,Bachelor deg,11,Low,LEGAL,VERY HAPPY,No,NOT WRONG AT ALL,21,Never married,IN-PERSON,FEW TIMES A WEEK,NO,Ind,Moderate,Not illegal to all,NEVER,Obama,No,NONE,8,Male,1,6,Liberal,Nonsouth,Conserv,SOMETIMES WRONG,13,2,NONE,8,ARIES
63,>Once/wk,1,No,YES,2,NOT ALLOWED,NOT ALLOWED,FIRED,NOT ALLOWED,NOT ALLOWED,Not allowed,1,HS,20,High,LEGAL,VERY HAPPY,No,ALWAYS WRONG,13,Divorced,IN-PERSON,LESS THAN ONCE WK,NO,Ind,Conserv,Illegal to all,SEVERAL TIMES A DAY,McCain,Yes,PROTESTANT,6,Female,4,5,Conserv,Nonsouth,Liberal,ALWAYS WRONG,5,3,NONE,5,GEMINI
67,Never,1,No,YES,0,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",3,Bachelor deg,19,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,18,Divorced,IN-PERSON,FEW TIMES A WEEK,YES,Ind,Conserv,Not illegal to all,NEVER,McCain,No,NONE,7,Female,1,5,Liberal,Nonsouth,Conserv,ALWAYS WRONG,14,1,NONE,9,VIRGO
28,Every wk,3,No,YES,0,ALLOWED,NOT ALLOWED,FIRED,ALLOWED,ALLOWED,Not allowed,3,Graduate deg,29,Mod,NOT LEGAL,VERY HAPPY,No,SOMETIMES WRONG,19,Married,IN-PERSON,FEW TIMES A WEEK,YES,Dem,SlghtCons,Illegal to all,SEVERAL TIMES A DAY,McCain,No,NONE,7,Female,2,7,Conserv,Nonsouth,Liberal,ALWAYS WRONG,8,1,NONE,7,AQUARIUS
19,Nrly evry wk,1,No,YES,0,ALLOWED,NOT ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",4,<HS,26,Low,NOT LEGAL,NOT TOO HAPPY,No,NOT WRONG AT ALL,16,Never married,IN-PERSON,LESS THAN ONCE WK,NO,Ind,SlghtLib,Not illegal to all,NEVER,Obama,No,NONE,6,Male,2,10,Liberal,Nonsouth,Liberal,ALMST ALWAYS WRG,13,2,NONE,6,SCORPIO
42,Once/yr,2,No,YES,2,NOT ALLOWED,NOT ALLOWED,FIRED,ALLOWED,ALLOWED,Not allowed,3,HS,19,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,15,Divorced,IN-PERSON,LESS THAN ONCE WK,YES,Ind,Moderate,Not illegal to all,ONCE A WEEK,Obama,No,CATHOLIC,6,Female,3,4,Liberal,Nonsouth,Conserv,SOMETIMES WRONG,10,0,NONE,7,GEMINI
57,Once/yr,2,No,YES,3,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,2,HS,22,Low,LEGAL,VERY HAPPY,No,NOT WRONG AT ALL,25,Married,IN-PERSON,FEW TIMES A WEEK,YES,Ind,Moderate,Not illegal to all,ONCE A DAY,Obama,No,CATHOLIC,5,Male,3,4,Liberal,Nonsouth,Mod,SOMETIMES WRONG,14,1,NONE,6,AQUARIUS
63,Every wk,2,No,YES,2,NOT ALLOWED,NOT ALLOWED,NOT FIRED,NOT ALLOWED,ALLOWED,Not allowed,1,Junior Coll,8,High,NOT LEGAL,VERY HAPPY,No,ALWAYS WRONG,22,Married,IN-PERSON,EVERYDAY,YES,Ind,Moderate,Illegal to all,SEVERAL TIMES A DAY,McCain,Yes,CHRISTIAN,6,Male,2,4,Conserv,Nonsouth,Conserv,ALWAYS WRONG,8,2,2 TO 4 YEARS,6,CAPRICORN
22,Once/yr,2,No,YES,0,ALLOWED,NOT ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",3,HS,18,Mod,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,18,Never married,IN-PERSON,NEVER,NO,Dem,Moderate,Not illegal to all,SEVERAL TIMES A WEEK,McCain,Yes,CHRISTIAN,6,Female,5,12,Liberal,Nonsouth,Liberal,SOMETIMES WRONG,12,1,NONE,6,VIRGO
28,Never,5,No,NO,0,ALLOWED,NOT ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",2,<HS,1,Low,NOT LEGAL,PRETTY HAPPY,Yes,NOT WRONG AT ALL,21,Married,OVER THE PHONE,NEVER,NO,Ind,SlghtCons,Not illegal to all,ONCE A DAY,Obama,No,PROTESTANT,5,Male,1,6,Liberal,Nonsouth,Mod,ALMST ALWAYS WRG,12,1,NONE,4,LIBRA
51,Every wk,5,Yes,YES,4,NOT ALLOWED,NOT ALLOWED,FIRED,NOT ALLOWED,NOT ALLOWED,Not allowed,3,HS,29,High,NOT LEGAL,PRETTY HAPPY,No,ALWAYS WRONG,15,Divorced,IN-PERSON,ONCE A WEEK,NO,Dem,Conserv,Not illegal to all,ONCE A DAY,Obama,Yes,PROTESTANT,4,Male,3,3,Conserv,Nonsouth,Mod,ALWAYS WRONG,5,5,2 TO 4 YEARS,5,GEMINI
37,Every wk,3,Yes,YES,3,NOT ALLOWED,NOT ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,3,Junior Coll,31,High,NOT LEGAL,PRETTY HAPPY,No,ALWAYS WRONG,18,Never married,IN-PERSON,EVERYDAY,NO,Dem,Liberal,Not illegal to all,SEVERAL TIMES A DAY,Obama,Yes,PROTESTANT,5,Female,16,6,Mod,Nonsouth,Liberal,ALWAYS WRONG,7,1,NONE,5,AQUARIUS
60,Nrly evry wk,4,No,YES,4,NOT ALLOWED,NOT ALLOWED,NOT FIRED,NOT ALLOWED,ALLOWED,Not allowed,2,HS,33,High,NOT LEGAL,VERY HAPPY,No,ALWAYS WRONG,9,Married,IN-PERSON,LESS THAN ONCE WK,NO,Rep,Moderate,Not illegal to all,SEVERAL TIMES A DAY,Obama,Yes,CHRISTIAN,4,Female,1,4,Conserv,Nonsouth,Conserv,ALWAYS WRONG,6,4,NONE,6,LEO
31,Once/mo,5,No,YES,1,ALLOWED,NOT ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,2,HS,14,High,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,2,Never married,IN-PERSON,LESS THAN ONCE WK,NO,Ind,Moderate,Not illegal to all,SEVERAL TIMES A DAY,Obama,Yes,PROTESTANT,6,Male,5,10,Liberal,Nonsouth,Liberal,SOMETIMES WRONG,12,0,NONE,6,LEO
57,>Once/wk,4,Yes,YES,2,NOT ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,3,HS,29,High,NOT LEGAL,NOT TOO HAPPY,No,ALWAYS WRONG,11,Never married,IN-PERSON,FEW TIMES A WEEK,NO,Dem,SlghtCons,Not illegal to all,SEVERAL TIMES A DAY,Obama,Yes,PROTESTANT,4,Female,7,5,Conserv,Nonsouth,Liberal,ALWAYS WRONG,10,5,NONE,4,AQUARIUS
36,>Once/wk,1,No,YES,1,ALLOWED,NOT ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",2,HS,19,Mod,NOT LEGAL,NOT TOO HAPPY,No,ALWAYS WRONG,19,Married,OVER THE PHONE,ONCE A WEEK,NO,Ind,Conserv,Not illegal to all,SEVERAL TIMES A DAY,McCain,No,OTHER,6,Female,1,6,Mod,Nonsouth,Conserv,ALWAYS WRONG,13,2,NONE,6,LIBRA
31,Every wk,4,No,YES,0,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,4,Graduate deg,5,High,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,21,Married,IN-PERSON,LESS THAN ONCE WK,NO,Rep,SlghtCons,Not illegal to all,ONCE A WEEK,McCain,Yes,CATHOLIC,7,Female,1,6,Mod,Nonsouth,Mod,ALWAYS WRONG,13,1,NONE,8,VIRGO
56,Once/yr,2,No,YES,0,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,3,HS,23,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,21,Married,IN-PERSON,ONCE A WEEK,NO,Ind,SlghtLib,Not illegal to all,NEVER,Obama,No,NONE,6,Female,4,6,Liberal,Nonsouth,Liberal,ALWAYS WRONG,14,5,NONE,10,GEMINI
49,Every wk,2,No,YES,5,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",1,Junior Coll,16,High,LEGAL,VERY HAPPY,No,ALWAYS WRONG,20,Married,IN-PERSON,FEW TIMES A WEEK,YES,Rep,Conserv,Not illegal to all,SEVERAL TIMES A DAY,McCain,Yes,PROTESTANT,7,Male,1,5,Mod,Nonsouth,Conserv,ALWAYS WRONG,14,2,NONE,6,VIRGO
48,<Once/yr,5,No,YES,0,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",2,HS,4,Mod,NOT LEGAL,PRETTY HAPPY,No,ALWAYS WRONG,21,Married,IN-PERSON,NEVER,NO,Ind,SlghtCons,Not illegal to all,ONCE A DAY,Obama,Yes,PROTESTANT,4,Male,1,5,Mod,Nonsouth,Liberal,ALWAYS WRONG,14,5,NONE,4,ARIES
31,Never,4,No,YES,0,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,3,HS,8,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,21,Married,IN-PERSON,EVERYDAY,NO,Ind,Moderate,Not illegal to all,SEVERAL TIMES A WEEK,Obama,No,BUDDHISM,6,Female,1,4,Liberal,Nonsouth,Liberal,SOMETIMES WRONG,13,5,2 TO 4 YEARS,8,SAGITTARIUS
35,<Once/yr,1,No,YES,0,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",1,HS,26,Low,LEGAL,NOT TOO HAPPY,No,NOT WRONG AT ALL,19,Never married,IN-PERSON,EVERYDAY,NO,Ind,Conserv,Not illegal to all,LT ONCE A WEEK,McCain,No,NONE,9,Male,4,5,Liberal,Nonsouth,Mod,SOMETIMES WRONG,14,3,NONE,7,SAGITTARIUS
30,Once/yr,4,No,YES,2,NOT ALLOWED,NOT ALLOWED,FIRED,ALLOWED,ALLOWED,Not allowed,4,HS,35,Low,NOT LEGAL,PRETTY HAPPY,No,ALWAYS WRONG,23,Married,IN-PERSON,EVERYDAY,NO,Ind,Moderate,Illegal to all,LT ONCE A WEEK,Obama,No,CATHOLIC,3,Female,1,4,Conserv,Nonsouth,Liberal,ALWAYS WRONG,10,4,NONE,6,AQUARIUS
38,Once/yr,2,Yes,YES,7,ALLOWED,NOT ALLOWED,NOT FIRED,NOT ALLOWED,ALLOWED,Not allowed,2,<HS,27,Mod,LEGAL,VERY HAPPY,No,SOMETIMES WRONG,5,Married,IN-PERSON,LESS THAN ONCE WK,NO,Ind,Moderate,Not illegal to all,ONCE A DAY,Obama,No,PROTESTANT,4,Female,2,12,Liberal,South,Mod,ALWAYS WRONG,7,5,NONE,5,CAPRICORN
52,Sev times/yr,5,No,YES,1,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,4,Junior Coll,6,Low,LEGAL,NOT TOO HAPPY,No,NOT WRONG AT ALL,17,Separated,IN-PERSON,EVERYDAY,NO,Ind,Moderate,Illegal to all,ONCE A DAY,McCain,No,PROTESTANT,4,Female,2,5,Conserv,South,Mod,ALWAYS WRONG,14,2,NONE,5,CANCER
49,>Once/wk,3,Yes,YES,1,NOT ALLOWED,NOT ALLOWED,FIRED,NOT ALLOWED,NOT ALLOWED,Not allowed,3,HS,15,High,NOT LEGAL,PRETTY HAPPY,No,ALWAYS WRONG,12,Married,IN-PERSON,ONCE A WEEK,NO,Ind,SlghtCons,Not illegal to all,SEVERAL TIMES A DAY,Obama,Yes,PROTESTANT,5,Female,13,1,Liberal,South,Liberal,ALWAYS WRONG,6,3,NONE,4,VIRGO
54,Every wk,2,No,YES,1,NOT ALLOWED,NOT ALLOWED,FIRED,NOT ALLOWED,NOT ALLOWED,Not allowed,1,HS,22,High,NOT LEGAL,VERY HAPPY,No,ALWAYS WRONG,16,Married,IN-PERSON,EVERYDAY,YES,Rep,SlghtCons,Illegal to all,SEVERAL TIMES A DAY,McCain,Yes,CHRISTIAN,3,Female,3,4,Conserv,South,Liberal,ALWAYS WRONG,3,2,NONE,7,VIRGO
38,Every wk,4,No,NO,2,NOT ALLOWED,NOT ALLOWED,FIRED,ALLOWED,ALLOWED,"Yes, allowed",2,<HS,24,High,NOT LEGAL,PRETTY HAPPY,Yes,ALWAYS WRONG,16,Married,IN-PERSON,LESS THAN ONCE WK,NO,Ind,Conserv,Illegal to all,SEVERAL TIMES A DAY,McCain,Yes,CHRISTIAN,4,Female,7,3,Mod,South,Conserv,ALWAYS WRONG,7,2,NONE,5,GEMINI
40,Never,2,No,YES,3,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",3,Bachelor deg,9,Low,LEGAL,VERY HAPPY,No,ALWAYS WRONG,25,Married,OVER THE PHONE,LESS THAN ONCE WK,NO,Ind,Moderate,Not illegal to all,NEVER,McCain,No,CATHOLIC,9,Female,1,10,Conserv,South,Mod,ALWAYS WRONG,14,0,NONE,7,CAPRICORN
67,Never,1,No,YES,2,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",2,Graduate deg,22,Low,LEGAL,VERY HAPPY,No,NOT WRONG AT ALL,25,Divorced,IN-PERSON,EVERYDAY,NO,Dem,Liberal,Not illegal to all,NEVER,Obama,No,NONE,8,Male,2,8,Liberal,South,Conserv,SOMETIMES WRONG,12,1,2 TO 4 YEARS,7,LIBRA
66,Never,1,No,YES,2,ALLOWED,ALLOWED,NOT FIRED,NOT ALLOWED,ALLOWED,Not allowed,2,HS,32,Mod,LEGAL,NOT TOO HAPPY,No,NOT WRONG AT ALL,21,Married,IN-PERSON,NEVER,NO,Dem,Moderate,Not illegal to all,ONCE A DAY,Obama,No,PROTESTANT,9,Female,1,4,Liberal,South,Conserv,ALWAYS WRONG,13,2,NONE,7,GEMINI
57,<Once/yr,1,No,YES,0,ALLOWED,NOT ALLOWED,FIRED,ALLOWED,ALLOWED,Not allowed,1,HS,33,Low,NOT LEGAL,PRETTY HAPPY,No,ALWAYS WRONG,11,Never married,IN-PERSON,LESS THAN ONCE WK,YES,Ind,Moderate,Not illegal to all,NEVER,Obama,No,NONE,6,Female,2,4,Conserv,South,Liberal,ALWAYS WRONG,9,10,NONE,6,ARIES
42,Every wk,4,No,YES,1,ALLOWED,ALLOWED,FIRED,NOT ALLOWED,ALLOWED,Not allowed,3,<HS,18,High,NOT LEGAL,NOT TOO HAPPY,No,ALWAYS WRONG,20,Separated,IN-PERSON,FEW TIMES A WEEK,YES,Ind,Moderate,Not illegal to all,ONCE A WEEK,McCain,Yes,PROTESTANT,5,Male,3,11,Mod,South,Liberal,SOMETIMES WRONG,7,2,NONE,4,LIBRA
32,<Once/yr,1,No,YES,1,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",3,Bachelor deg,14,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,19,Never married,IN-PERSON,NEVER,NO,Ind,SlghtCons,Not illegal to all,LT ONCE A WEEK,Obama,No,PROTESTANT,10,Male,1,7,Liberal,South,Conserv,ALWAYS WRONG,13,2,NONE,8,LIBRA
61,Nrly evry wk,3,No,YES,2,NOT ALLOWED,NOT ALLOWED,FIRED,NOT ALLOWED,ALLOWED,Not allowed,3,HS,28,Low,NOT LEGAL,PRETTY HAPPY,No,ALWAYS WRONG,17,Widowed,IN-PERSON,NEVER,NO,Dem,Conserv,Not illegal to all,SEVERAL TIMES A WEEK,McCain,No,PROTESTANT,5,Male,0,8,Mod,South,Mod,ALWAYS WRONG,8,2,NONE,3,CANCER
55,Never,0,No,YES,4,NOT ALLOWED,NOT ALLOWED,FIRED,NOT ALLOWED,NOT ALLOWED,Not allowed,4,HS,29,Low,NOT LEGAL,VERY HAPPY,No,NOT WRONG AT ALL,2,Separated,IN-PERSON,FEW TIMES A WEEK,NO,Ind,Moderate,Not illegal to all,SEVERAL TIMES A WEEK,Obama,No,PROTESTANT,4,Male,7,6,Mod,South,Liberal,ALWAYS WRONG,9,3,NONE,4,ARIES
